"","PUMA","PWGTP","CIT","CITWP","COW","ENG","FER","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHT","MARHYP","MIG","NWAB","NWLA","NWLK","SCH","SCHG","SCHL","SEX","WAGP","WKHP","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MIGPUMA","MSP","NATIVITY","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","SCIENGP","SCIENGRLP","WAOB","Class"
"1056","608",100,"1","0","2","0","0","0","1","2","2","2",10,1,"1","2","5","0","0","1","3","3","3","1","0","22","2",70000,40,"1","0","2","50","22","0","1","1","9170","64","9999","0","6","1","420","4",79300,79300,"25","2","600","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"1057","402",51,"1","0","3","1","1","0","1","2","2","2",25,1,"1","1","1","1","2","1","3","3","3","1","0","20","2",53000,36,"1","0","1","261","999","0","1","1","8191","43","1200","0","1","1","3220","3",53000,53000,"34","1","400","1","2","4","8","8000","15","0","0","1","1","0","0","0","1",0
"1059","609",51,"1","0","1","1","0","0","1","2","2","2",30,1,"1","1","5","0","0","1","3","3","3","1","0","21","1",81000,40,"1","0","1","706","999","0","1","1","7290","127","2000","0","6","1","1410","0",81000,81000,"25","2","800","1","2","2","6","4000","5","1","0","1","0","0","1","2","1",0
"1060","1003",100,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","1","1","0","20","2",0,0,"2","0","2","50","32","0","0","6","9920","0","9999","0","6","1","9920","4",0,0,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",1
"1061","507",99,"1","0","0","0","0","0","2","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","16","1",0,0,"2","0","1","26","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1062","802",59,"1","0","0","0","0","0","2","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","22","2",0,0,"2","0","4","999","999","0","0","6","9920","0","9999","0","6","1","9920","4",0,0,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","2","2","1",0
"1063","503",56,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","2","2","1","2","2","2","1","0","22","1",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,53210,"25","2","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"1064","503",79,"4","2","4","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","21","2",125000,40,"1","3","1","599","999","6","0","1","9390","0","9999","0","6","2","565","2",125000,125000,"461","2","500","1","2","1","2","3000","2","0","1","1","0","0","1","2","6",0
"1065","1104",91,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","3","3","3","1","0","21","1",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,72000,"25","2","0","2","1","3","1","1000","1","0","0","1","0","1","1","2","1",0
"1066","904",54,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","23","1",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,138180,"25","2","0","1","1","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1068","1001",61,"4","2","0","3","0","0","2","2","1","1",0,0,"0","1","3","2","2","1","2","2","2","1","0","15","1",0,0,"2","3","1","795","999","5","0","6","9920","0","2475","0","4","2","9920","0",0,8700,"223","1","0","2","1","2","6","4010","10","1","0","1","0","0","0","0","4",1
"1069","1201",44,"1","0","3","0","0","0","2","2","1","2",0,0,"0","2","1","3","2","1","2","2","2","1","0","18","1",8000,36,"2","0","1","22","999","0","0","6","8590","0","9999","0","1","1","9310","0",8000,8000,"44","1","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"1071","501",164,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","1",0,0,"2","0","1","26","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,32800,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","1","2","1",0
"1072","501",54,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","51","26","0","0","6","9920","0","9999","0","3","1","9920","4",0,59800,"25","2","0","2","1","3","1","1000","1","0","0","1","0","1","2","1","1",0
"1073","703",47,"1","0","1","0","0","0","1","2","2","2",15,1,"1","2","5","0","0","1","3","3","3","1","0","21","1",66000,45,"1","0","1","939","999","0","1","1","8590","25","9999","0","6","1","4251","0",66000,66000,"25","2","700","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1074","502",30,"1","0","0","0","0","0","2","2","1","1",0,0,"0","2","2","1","2","3","2","2","2","1","0","18","1",0,0,"2","0","2","22","88","0","0","6","9920","0","9999","3","3","1","9920","0",0,21600,"25","2","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"1075","702",43,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","22","1",0,0,"2","0","1","142","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,90000,"25","2","0","1","1","3","1","1000","1","0","0","1","0","1","1","2","1",0
"1076","1301",47,"1","0","0","1","0","2","2","1","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","46","22","0","0","6","9920","0","1235","0","1","1","9920","4",0,35700,"25","2","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"1078","1201",67,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","1",0,0,"2","0","1","88","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,28600,"44","1","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"1079","504",45,"5","0","1","3","0","0","2","2","2","1",60,2,"1","1","1","1","2","1","3","3","3","1","0","16","1",20500,30,"1","3","1","234","999","8","2","1","770","3","1200","0","1","2","440","0",20500,20500,"364","1","500","2","1","1","8","8000","15","0","0","1","1","0","0","0","3",0
"1080","401",88,"1","0","2","0","0","0","1","2","2","2",30,1,"1","2","3","1","2","1","3","3","3","1","0","20","2",89000,32,"1","0","2","22","924","0","1","1","8191","34","9999","0","4","1","3220","4",89000,94000,"16","2","400","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1081","201",20,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","1","2","2","1","2","2","2","1","0","21","1",0,0,"2","0","2","32","50","0","0","6","2290","0","9999","0","1","1","10","0",0,16000,"9","1","0","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"1082","802",126,"5","0","0","2","0","0","2","2","1","1",0,0,"0","1","1","1","2","1","2","2","2","2","15","21","1",0,0,"2","3","1","615","999","8","0","6","9920","0","1420","0","1","2","9920","0",0,0,"231","2","0","2","1","1","6","4015","4","1","0","1","0","0","1","2","4",0
"1083","701",184,"1","0","2","1","2","0","2","2","2","1",0,0,"0","1","5","0","0","1","1","2","3","1","0","19","2",10000,45,"1","0","4","999","999","0","0","2","8470","0","1200","0","6","1","2545","1",10000,10000,"25","1","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"1085","806",78,"1","0","2","0","0","0","1","2","2","2",15,2,"1","2","5","0","0","3","3","3","3","3","16","24","1",50000,24,"1","0","4","999","999","0","2","1","8191","25","9999","3","6","1","3090","0",50000,50000,"25","1","800","1","2","2","2","3000","2","0","1","1","0","0","1","2","1",1
"1086","701",42,"1","0","1","0","2","2","1","1","2","2",8,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",165000,40,"1","0","2","291","142","0","1","1","7590","49","9999","0","1","1","705","2",165000,165000,"26","2","700","1","2","2","9","9000","29","0","0","2","1","1","2","2","1",0
"1087","906",52,"1","0","1","0","0","0","2","2","1","2",25,1,"1","2","2","1","2","1","3","3","3","1","0","20","2",23200,31,"1","0","4","999","999","0","1","1","8290","61","9999","0","3","1","3602","4",23200,50500,"25","1","1000","2","1","1","8","8000","15","0","0","1","1","0","0","0","1",0
"1088","100",7,"1","0","1","0","0","0","1","2","2","2",17,2,"1","2","1","1","2","1","2","2","3","1","0","16","2",39000,40,"0","0","1","924","999","0","2","1","7970","37","9999","0","1","1","5400","4",39000,39000,"45","1","100","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"1089","100",13,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","3","1","2","1","3","3","3","1","0","18","2",0,0,"0","0","1","939","999","0","0","6","9920","0","9999","0","4","1","9920","0",0,9300,"25","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",1
"1090","1104",70,"1","0","1","0","0","0","1","2","2","2",45,1,"1","2","1","1","2","1","3","3","3","1","0","18","1",2900,18,"0","0","4","999","999","0","1","1","8680","46","9999","0","1","1","4020","0",2900,2900,"25","1","900","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1092","503",160,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","2","2","14","14","1",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1093","403",58,"1","0","1","0","0","0","2","2","1","2",0,0,"0","2","1","2","2","2","3","3","3","1","0","16","2",0,0,"0","0","4","999","999","0","0","6","6992","0","9999","3","1","1","5240","4",0,25800,"24","2","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"1094","403",53,"1","0","2","0","2","0","1","2","2","2",45,1,"1","2","1","1","2","1","3","3","3","1","0","23","2",85000,32,"1","0","1","935","999","0","1","1","7970","46","9999","0","1","1","3258","2",85000,100600,"25","1","400","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1095","100",44,"1","0","3","0","2","0","1","2","2","1",25,1,"1","2","1","1","2","1","3","3","3","1","0","19","2",60000,37,"1","0","4","999","999","0","1","1","9470","49","9999","0","1","1","8990","1",60000,60000,"25","1","100","1","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1096","602",64,"1","0","0","0","0","2","1","1","1","1",0,0,"0","2","3","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","22","999","0","0","6","9920","0","9999","0","4","1","9920","4",0,12300,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"1097","1201",34,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","5","0","0","1","2","2","2","1","0","21","2",0,0,"2","0","1","939","999","0","0","6","9920","0","9999","0","6","1","9920","4",0,98700,"25","2","0","1","1","2","1","1000","1","0","0","1","0","1","2","1","1",0
"1098","804",74,"1","0","3","0","0","0","1","2","2","2",20,1,"1","2","1","1","2","1","3","3","3","1","0","16","1",45000,40,"1","0","1","903","999","0","1","1","7860","34","9999","0","2","1","9130","0",45000,45000,"25","1","800","1","2","3","2","3000","2","0","1","1","0","0","0","0","1",0
"1099","702",158,"5","0","1","4","2","0","2","2","2","2",12,1,"1","1","5","0","0","1","3","3","3","1","0","16","2",60000,40,"1","3","1","235","999","8","1","1","3380","25","1200","0","6","2","9640","4",60000,60000,"365","1","600","2","2","4","8","8000","15","0","0","1","1","0","0","0","3",0
"1100","906",65,"1","0","0","1","0","0","1","2","1","2",0,0,"0","1","1","1","2","1","3","3","3","1","0","22","2",0,0,"0","0","4","999","999","0","0","6","9920","0","1200","0","2","1","9920","4",0,138300,"25","2","0","1","1","1","9","9000","29","0","0","2","1","1","2","2","1",0
"1101","701",63,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","3","2","1","1","0","16","1",3500,26,"2","0","1","50","999","0","0","3","4971","0","9999","0","6","1","9620","0",3500,3500,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"1102","402",57,"4","2","0","3","0","0","2","2","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","1","1",0,0,"2","3","1","706","999","4","0","6","9920","0","2050","0","1","2","9920","0",0,15200,"209","1","0","2","1","4","6","4000","5","1","0","1","0","0","0","0","4",0
"1104","1103",64,"1","0","1","0","2","0","1","2","2","1",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","2",30100,10,"1","0","1","46","999","0","0","1","770","0","9999","0","1","1","20","2",30100,30100,"25","1","1100","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"1106","504",82,"1","0","1","0","0","0","1","2","2","2",5,1,"1","2","5","0","0","1","3","3","3","1","0","16","1",71000,60,"0","0","4","999","999","0","1","1","6170","41","9999","0","6","1","9130","0",71000,71000,"25","2","500","1","2","1","9","9000","82","0","1","4","1","1","0","0","1",0
"1107","702",16,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","5","0","0","1","2","2","2","1","0","19","1",0,0,"2","0","1","939","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,48000,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1109","503",60,"1","0","1","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","1",135000,40,"1","0","1","32","999","0","0","1","7290","0","9999","0","1","1","1360","0",135000,135000,"19","2","500","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1110","803",86,"4","2","1","3","0","0","2","2","2","2",30,1,"1","1","1","1","2","1","3","3","3","1","0","21","1",24000,25,"1","3","1","706","999","5","1","1","8680","118","1970","0","1","2","9365","0",24000,24000,"207","1","800","2","1","1","6","4000","5","1","0","1","0","0","1","2","4",1
"1111","1002",37,"1","0","0","0","2","0","2","2","2","1",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","2","917","50","0","0","6","9920","0","9999","0","1","1","9920","3",0,0,"36","1","0","2","1","4","9","9000","17","0","0","2","0","1","0","0","1",0
"1112","1104",81,"1","0","3","0","0","0","1","2","2","2",27,1,"1","2","5","0","0","1","3","3","3","1","0","21","1",55000,40,"1","0","2","88","22","0","1","1","7860","52","9999","0","6","1","230","0",55000,55000,"25","1","1100","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1113","906",103,"1","0","1","0","0","2","1","1","1","2",20,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",8900,8,"1","0","1","195","999","0","1","1","4390","55","9999","0","1","1","9645","4",8900,23300,"34","2","900","1","1","4","1","1000","1","0","0","1","0","1","2","2","1",0
"1114","1003",78,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","2","88","22","0","0","6","9920","0","9999","0","1","1","9920","4",0,12000,"36","1","0","2","1","3","1","1000","1","0","0","1","0","1","1","2","1",0
"1115","604",53,"4","2","1","1","0","2","2","1","2","1",0,0,"0","1","1","1","2","1","2","2","1","1","0","23","1",0,0,"2","3","1","706","999","7","0","3","2190","0","1970","0","1","2","1760","0",0,0,"207","1","0","1","1","2","6","4000","5","1","0","1","0","0","1","2","4",0
"1116","503",108,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","2","1","2","1","3","2","2","1","0","16","2",0,0,"2","0","1","26","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,16000,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"1117","402",62,"1","0","7","0","2","0","1","2","2","2",20,1,"1","2","5","0","0","1","3","3","3","2","14","15","2",1e+05,40,"0","0","4","999","999","0","1","1","7071","25","9999","0","6","1","4920","2",1e+05,1e+05,"25","1","500","1","2","1","8","8000","15","0","0","1","1","0","0","0","1",0
"1119","1004",51,"4","2","0","1","0","2","2","1","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","11","2",0,0,"2","3","1","84","999","4","0","6","9920","0","1210","0","1","2","9920","4",0,0,"129","1","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","5",0
"1120","502",130,"1","0","6","0","0","0","1","2","2","2",10,1,"1","2","3","1","2","1","3","3","3","1","0","16","1",0,40,"1","0","2","935","94","0","1","1","6991","46","9999","0","4","1","4810","0",23500,23500,"25","1","500","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1121","903",51,"1","0","2","0","0","0","1","2","2","2",40,1,"1","2","1","1","2","1","3","3","3","1","0","21","1",1e+05,45,"1","0","4","999","999","0","1","1","8090","19","9999","0","1","1","2004","0",1e+05,100140,"25","2","800","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"1122","905",37,"1","0","2","0","2","2","2","1","2","2",30,1,"1","2","5","0","0","1","3","3","3","3","16","21","2",53000,40,"1","0","4","999","999","0","1","1","8370","37","9999","0","6","1","1240","4",53000,53380,"25","1","600","1","2","1","2","3000","2","0","1","1","0","0","2","1","1",0
"1123","403",66,"1","0","5","0","0","0","1","2","2","2",30,1,"1","2","5","0","0","1","3","3","3","1","0","16","1",70000,40,"1","0","4","999","999","0","1","1","9590","37","9999","0","6","1","7340","0",70000,71200,"25","1","400","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"1124","705",111,"4","2","1","3","0","0","2","2","2","1",10,1,"1","1","3","1","2","1","3","3","3","1","0","11","2",14000,20,"1","3","1","275","999","6","1","1","7860","73","1200","0","4","2","4020","4",14000,14000,"329","1","700","2","1","1","8","8000","15","0","0","1","1","0","0","0","3",0
"1125","705",161,"1","0","2","0","0","0","1","2","2","2",20,1,"1","2","5","0","0","1","2","2","2","2","16","22","1",43300,40,"1","0","1","50","999","0","1","1","8170","61","9999","0","6","1","5860","0",43300,43300,"25","2","700","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"1126","401",164,"1","0","2","1","0","0","1","2","2","2",40,1,"1","1","5","0","0","1","3","3","3","1","0","1","1",4000,18,"1","0","1","336","999","0","1","1","6180","73","1055","0","6","1","9122","0",4000,4000,"12","2","400","1","2","4","2","3000","2","0","1","1","0","0","0","0","1",0
"1127","1003",84,"1","0","1","0","0","0","1","2","2","2",20,1,"1","2","5","0","0","1","3","3","3","1","0","19","1",52000,40,"0","0","4","999","999","0","1","1","770","55","9999","0","6","1","6355","0",52000,52000,"13","1","600","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"1128","705",107,"1","0","1","0","2","0","2","2","2","2",60,1,"1","2","1","1","2","1","2","2","2","1","0","18","2",12400,13,"1","0","2","50","51","0","1","1","7690","89","9999","0","1","1","4230","4",12400,12400,"25","1","600","2","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1129","1004",53,"1","0","5","0","2","0","1","2","2","2",30,0,"10","2","1","1","2","1","3","3","3","1","0","16","2",60000,45,"1","0","1","431","999","0","0","1","9590","79","9999","0","1","1","3740","4",60000,68000,"36","2","1000","1","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"1130","603",62,"1","0","1","0","0","0","1","2","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","16","1",86000,60,"1","0","1","20","999","0","1","1","770","7","9999","0","1","1","9130","0",86000,86000,"25","2","600","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"1131","611",58,"1","0","6","1","0","2","2","1","2","2",1,0,"10","1","1","1","2","1","2","2","2","1","0","23","2",0,50,"1","0","2","97","94","0","0","1","7290","55","1170","0","1","1","1305","4",1e+05,1e+05,"26","2","600","1","2","1","1","1000","1","0","0","1","0","1","2","1","1",0
