"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"40","P","1",2,"507","1","25","1019518",99,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","2","2","2","2","2",2016,"1","4","3","5","3","3","3","0","0","0","1","20","0","2","0","0",90000,36,"52","1","1","84","999","1","1","1","8191","3","1","0","3255",90000,90000,"25",501,"500","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"41","P","1",1,"1103","1","25","1019518",148,"1","1","2","0","1","2","1","1","2","2","2","0","1","2","2","2","2","2","2",1980,"1","4","2","5","2","2","3","0","0","0","1","20","0","1","0","0",0,40,"52","2","1","51","999","6","1","1","7860","3","1","0","3255",0,0,"25",0,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"44","P","1",1,"604","1","25","1019518",16,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","2","2","2","2","2",1974,"3","4","3","5","3","3","3","0","0","8000","1","16","0","2","0","11900",0,40,"52","1","3","996","999","6","1","1","7860","3","1","0","3255",0,19900,"25",449,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"45","P","1",3,"1004","1","25","1019518",58,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","20","0","2","0","0",30000,40,"52","1","2","26","84","1","1","1","7980","6","1","0","3310",30000,30000,"25",501,"1000","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"47","P","1",1,"601","1","25","1019518",60,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1985,"1","4","2","5","2","2","3","0","0","55000","1","21","0","2","0","0",0,40,"52","2","2","142","50","6","1","1","7860","1","1","0","3255",0,55000,"25",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"51","P","1",2,"801","1","25","1019518",62,"5","2","2","0","1","2","2","2","2","2","2","0","2","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","24","0","2","0","0",60000,40,"52","1","1","144","999","1","1","1","7460","6","2","0","1760",60000,60000,"132",388,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"52","P","1",1,"403","1","25","1019518",44,"1","1","2","2","1","1","1","2","2","2","2","7800","1","2","2","2","2","1","1",1959,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","21600",0,40,"52","2","1","939","999","6","1","1","7860","3","1","0","3255",0,29400,"25",204,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"54","P","1",1,"802","1","25","1019518",99,"2","2","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2004,"1","4","3","5","3","3","3","0","0","0","1","24","0","2","0","0",57000,40,"52","1","2","291","84","1","1","3","8191","1","1","0","1650",57000,57000,"72",501,"800","25","1","2","2","9","9000","62","0","0","1","0","3","0","1","1","0","2","No"
"56","P","1",1,"905","1","25","1019518",51,"1","1","2","2","2","1","1","2","2","2","2","37700","1","2","1","2","2","1","2",1978,"1","4","2","5","2","2","3","0","0","12600","1","21","0","1","0","0",0,40,"52","2","2","50","935","6","1","1","7460","1","1","0","120",0,50300,"25",274,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"59","P","1",3,"704","1","25","1019518",54,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","12","0","2","0","0",0,40,"52","1","1","51","999","1","1","1","7860","6","1","1","3255",18000,0,"25",294,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","1","1","No"
"60","P","1",3,"1004","1","25","1019518",142,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","11","0","2","0","0",0,40,"52","1","2","261","22","1","1","3","7860","6","1","1","3255",18000,0,"33",64,"600","25","2","1","4","9","9000","29","0","0","0","0","2","0","1","1","1","1","Yes"
"64","P","1",1,"1103","1","25","1019518",55,"3","1","2","2","2","1","1","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","5600","1","16","0","1","0","14500",35000,36,"52","1","1","510","999","1","1","1","8970","6","1","0","4500",35000,55100,"408",380,"900","25","1","1","4","8","8000","15","0","0","0","0","1","0","1","0","0","6","No"
"66","P","1",2,"503","1","25","1019518",71,"5","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2019,"3","4","3","5","3","3","3","0","0","0","3","21","0","2","0","0",65000,40,"52","1","1","152","999","1","1","1","8660","1","2","0","5300",65000,65000,"154",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"67","P","1",2,"606","1","25","1019518",53,"5","1","2","0","1","2","2","2","2","2","2","0","4","1","1","2","2","1","2",2006,"1","4","3","5","3","3","3","0","0","0","1","22","0","1","0","0",140000,40,"52","1","4","999","999","1","1","1","3390","1","2","0","2600",140000,140000,"210",501,"800","25","1","2","2","6","4015","4","0","1","0","0","1","0","0","0","0","4","No"
"68","P","1",2,"803","1","25","1019518",84,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",70000,40,"52","1","1","142","999","1","1","1","6871","6","1","0","120",70000,70000,"50",451,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"69","P","1",1,"505","1","25","1019518",65,"1","1","2","2","2","1","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","3","19","0","1","0","0",4000,30,"14","1","4","999","999","6","1","1","8590","6","1","0","4435",4000,4000,"25",449,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"71","P","1",1,"607","1","25","1019518",76,"1","4","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1980,"1","4","2","5","2","2","3","0","0","68000","1","16","0","2","0","0",0,40,"52","2","2","51","50","6","1","1","9480","1","1","0","5740",0,68000,"25",461,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"73","P","1",2,"501","1","25","1019518",113,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1976,"1","4","2","5","2","2","3","0","0","3000","1","20","0","2","0","0",0,40,"52","2","2","142","32","6","1","1","7860","1","1","0","3255",0,3000,"9",183,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"75","P","1",3,"613","1","25","1019518",100,"4","1","2","0","2","2","1","1","2","2","2","0","1","1","2","2","2","1","2",1963,"1","4","2","5","2","2","3","0","0","0","1","21","0","1","7000","0",0,40,"52","2","1","148","999","6","1","1","7860","3","2","0","3255",0,7000,"163",501,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","5","Yes"
"76","P","1",2,"403","1","25","1019518",34,"1","4","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","2","2",2005,"1","4","1","1","2","3","1","0","0","6100","1","16","0","2","0","0",47000,40,"48","2","2","88","190","2","1","1","7870","1","1","0","5740",47000,53100,"36",472,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"80","P","1",2,"504","1","25","1019518",120,"5","1","2","0","1","2","1","1","2","2","2","0","1","2","1","2","2","1","2",1977,"1","4","2","5","2","2","3","0","0","15400","1","16","0","1","0","0",0,40,"52","2","1","50","999","6","1","1","7860","1","2","0","3255",0,15400,"119",501,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"84","P","1",2,"806","1","25","1019518",154,"5","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2014,"3","4","2","1","2","1","3","0","0","0","1","21","0","2","0","0",110000,40,"40","2","1","210","999","3","1","2","7380","1","2","0","3820",110000,110000,"303",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","3","No"
"85","P","1",2,"802","1","25","1019518",52,"1","2","2","2","2","1","2","2","2","2","2","0","3","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",40000,40,"52","1","2","46","50","1","1","1","9170","6","1","0","800",40000,40000,"9",260,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"86","P","1",2,"100","1","25","1019518",63,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2022,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",30000,40,"52","1","1","925","999","1","1","1","670","1","1","0","9620",30000,30000,"25",147,"400","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"87","P","1",1,"904","1","25","1019518",18,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1968,"3","4","3","5","3","3","3","0","0","0","1","16","0","2","0","13800",0,40,"52","1","4","999","999","6","1","1","9070","2","1","0","4740",0,13800,"25",449,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"89","P","1",3,"802","1","25","1019518",38,"1","1","2","0","2","2","2","1","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","3","21","0","2","0","0",0,40,"52","2","1","706","999","6","1","1","7380","6","1","0","1108",0,0,"25",6,"600","25","2","1","1","6","4000","5","0","1","0","0","1","0","0","0","0","1","No"
"92","P","1",2,"805","1","25","1019518",49,"5","7","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",70000,40,"52","1","1","50","999","1","1","1","770","6","2","0","6410",70000,70000,"119",451,"800","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"93","P","1",2,"603","1","25","1019518",68,"4","2","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",2008,"1","4","3","5","3","3","3","0","0","0","3","21","0","1","0","0",75000,40,"52","1","3","995","999","1","1","1","8191","1","2","0","3255",75000,75000,"332",501,"600","25","1","2","3","8","8000","15","0","0","0","0","1","0","1","0","0","3","No"
"95","P","1",3,"501","1","25","1019518",17,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","22000","1","17","0","1","0","0",40000,40,"52","1","4","999","999","1","1","1","5392","6","1","0","9645",40000,62000,"23",501,"500","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"96","P","1",1,"608","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",1991,"1","4","3","5","3","3","3","0","0","0","1","20","0","2","0","0",63000,40,"52","1","1","51","999","1","1","1","7270","1","1","0","2145",63000,63000,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"97","P","1",2,"803","1","25","1019518",25,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",85000,40,"52","1","3","996","999","1","1","1","4796","6","1","0","5360",85000,85000,"24",501,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"98","P","1",2,"906","1","25","1019518",54,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","4800","1","16","0","2","0","2000",0,40,"52","2","2","50","939","6","1","1","7860","6","1","0","3255",0,6800,"25",342,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"103","P","1",2,"805","1","25","1019518",61,"1","2","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","23","0","2","0","0",1e+05,40,"52","1","2","50","935","1","1","1","7460","6","1","0","2100",1e+05,1e+05,"25",501,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"105","P","1",3,"1104","1","25","1019518",73,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","2","21","0","2","0","0",55000,45,"52","1","2","22","84","1","1","1","7860","6","1","0","2320",55000,55000,"25",348,"1000","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"106","P","1",1,"201","1","25","1019518",14,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",45000,40,"52","1","4","999","999","1","1","1","4871","1","1","0","4700",45000,45000,"25",501,"290","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"107","P","1",3,"601","1","25","1019518",33,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","3","13","0","1","0","0",5000,40,"52","2","2","50","21","6","1","1","770","6","1","1","6260",5000,5000,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","1","1","No"
"109","P","1",1,"201","1","25","1019518",17,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1980,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",52000,40,"52","1","1","26","999","1","1","1","7870","1","1","0","4220",52000,52000,"25",355,"290","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"110","P","1",2,"601","1","25","1019518",59,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1982,"1","4","2","5","2","2","3","0","0","0","1","22","0","2","0","13000",0,40,"52","2","1","46","999","6","1","1","7860","1","1","0","3255",0,13000,"25",438,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"111","P","1",1,"1003","1","25","1019518",102,"4","2","2","2","1","1","1","2","2","2","2","0","1","1","1","2","2","1","2",1975,"1","4","3","5","2","3","3","36000","0","0","1","22","0","2","0","3000",0,40,"52","2","1","84","999","6","1","1","8191","1","2","0","3255",0,39000,"129",347,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"112","P","1",1,"301","1","25","1019518",42,"1","2","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1985,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","20000",45000,30,"52","1","2","22","50","1","1","1","9160","2","1","0","2040",45000,65000,"4",460,"20490","9","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"113","P","1",1,"608","1","25","1019518",95,"1","1","2","0","1","2","2","2","2","2","2","1200","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","21","0","2","0","0",90000,40,"52","1","4","999","999","1","1","1","4981","6","1","0","5860",90000,91200,"25",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"115","P","1",1,"905","1","25","1019518",51,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2015,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",1e+05,40,"52","1","4","999","999","1","1","1","3960","1","1","0","1530",1e+05,1e+05,"25",331,"1100","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"117","P","1",1,"606","1","25","1019518",62,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",19000,40,"15","1","2","142","32","1","1","1","5171","6","1","0","5610",19000,19000,"21",123,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"118","P","1",1,"805","1","25","1019518",62,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","3","2","2","1","2",2005,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",98000,40,"52","1","1","50","999","1","1","1","6671","4","1","0","2710",98000,98000,"36",424,"800","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"119","P","1",1,"1103","1","25","1019518",49,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1993,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",90000,40,"52","1","1","50","999","1","1","1","6871","1","1","0","705",90000,90000,"25",501,"1100","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"120","P","1",1,"704","1","25","1019518",82,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1984,"1","4","2","5","2","2","3","0","0","46900","1","20","0","1","0","33900",0,40,"52","2","1","22","999","6","1","1","4070","1","1","0","20",0,80800,"25",501,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"121","P","1",1,"1004","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","16","0","2","0","0",0,40,"52","1","4","999","999","6","1","1","7860","6","1","0","3255",0,0,"36",449,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"122","P","1",2,"701","1","25","1019518",73,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1967,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","15600",0,40,"52","2","1","32","999","6","1","1","7860","1","1","0","3255",0,15600,"25",117,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"124","P","1",1,"1104","1","25","1019518",43,"1","1","2","0","1","2","1","2","2","2","2","1100","1","2","2","2","2","1","2",1970,"1","4","2","3","2","2","2","0","0","62000","1","22","0","2","0","0",0,40,"52","2","1","142","999","6","1","1","7860","3","1","0","3255",0,63100,"25",408,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"126","P","1",1,"803","1","25","1019518",152,"4","1","2","0","2","2","2","2","2","2","2","0","1","2","3","2","2","1","2",2020,"1","4","2","5","2","2","3","0","0","0","1","1","0","1","0","0",0,40,"52","1","4","999","999","6","2","1","8680","4","2","0","4000",0,0,"247",0,"600","25","2","2","1","6","4014","9","0","1","0","0","1","0","0","0","0","4","No"
"128","P","1",1,"603","1","25","1019518",90,"1","1","2","0","2","2","1","2","2","2","2","3000","1","2","1","2","2","1","2",1971,"1","3","2","5","2","2","3","0","0","59000","1","22","0","1","0","28600",0,40,"52","2","1","51","999","6","1","1","7860","1","1","0","3255",0,90600,"25",501,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"129","P","1",2,"802","1","25","1019518",20,"1","2","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","3","16","0","2","0","0",7500,40,"10","1","1","939","999","1","1","1","7460","6","1","0","1970",7500,7500,"34",48,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"131","P","1",1,"901","1","25","1019518",58,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2003,"1","4","3","5","3","3","3","0","0","0","1","24","0","2","0","0",161000,45,"52","1","2","32","142","1","1","1","7460","1","1","0","1760",161000,161000,"42",501,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"132","P","1",2,"607","1","25","1019518",100,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2008,"1","4","2","5","2","2","3","0","0","0","1","21","0","2","0","0",0,40,"52","2","2","32","998","6","1","1","7860","1","1","0","3255",0,0,"35",460,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"133","P","1",2,"702","1","25","1019518",37,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","2","2",2018,"1","4","3","5","2","3","3","0","0","0","1","20","0","2","0","0",30000,32,"52","1","2","200","84","1","1","5","7490","1","2","0","2861",30000,30000,"329",305,"600","25","1","2","3","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"134","P","1",1,"1301","1","25","1019518",55,"1","1","2","2","2","1","1","1","2","2","2","0","1","2","3","2","2","1","2",1966,"1","4","2","5","2","2","3","0","0","46000","1","21","0","2","26800","4500",0,40,"52","2","2","32","142","6","1","1","7860","4","1","0","3255",0,77300,"39",501,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"135","P","1",2,"503","1","25","1019518",44,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","2","2",1983,"1","4","2","3","2","2","2","0","0","1000","1","21","0","2","0","12000",0,40,"52","2","1","50","999","6","1","1","7860","1","1","0","3255",0,13000,"36",392,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"139","P","1",2,"401","1","25","1019518",81,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1973,"1","4","2","5","2","2","3","0","0","15600","1","19","0","2","0","24700",0,40,"52","2","1","50","999","6","1","1","7860","1","1","0","3255",0,40300,"25",420,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"140","P","1",3,"503","1","25","1019518",85,"1","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","5","2","2","2","0","0","0","1","16","0","2","0","0",37000,42,"52","1","1","939","999","1","1","5","4691","6","1","0","4750",37000,37000,"25",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"142","P","1",1,"706","1","25","1019518",48,"1","1","2","2","2","1","1","2","2","2","2","690","1","2","3","2","2","1","2",1970,"1","4","2","3","2","2","2","5800","0","15100","1","22","0","2","0","24000",0,40,"52","2","2","50","82","6","1","1","7860","4","1","0","3255",0,45590,"25",324,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"143","P","1",3,"201","1","25","1019518",113,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","0","2","0","0",13000,30,"35","1","1","935","999","1","1","1","770","6","1","0","6410",13000,13000,"25",404,"290","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"146","P","1",1,"602","1","25","1019518",63,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","2","2","2","1","2",1957,"1","4","2","5","2","2","2","0","0","2500","1","21","0","2","0","1800",0,40,"52","2","1","50","999","6","1","1","7860","3","1","0","3255",0,4300,"25",29,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"150","P","1",1,"706","1","25","1019518",34,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2017,"1","4","3","5","3","3","3","0","0","0","1","18","0","1","0","0",85000,44,"52","1","4","999","999","1","1","1","4971","1","1","0","4700",85000,85000,"25",238,"700","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"153","P","1",1,"802","1","25","1019518",32,"1","2","2","2","2","1","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",67000,38,"52","1","1","22","999","1","1","1","7870","6","1","0","2205",67000,67000,"25",428,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"154","P","1",1,"905","1","25","1019518",94,"1","1","2","0","1","2","1","2","2","1","2","0","1","2","3","2","2","1","2",1979,"1","2","3","5","3","2","3","20000","0","22800","1","16","0","1","0","2500",0,40,"52","2","2","50","26","6","1","1","7860","4","1","0","3255",0,45300,"25",318,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"155","P","1",1,"906","1","25","1019518",17,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","1","0","2","0","13200",0,40,"52","2","1","998","999","6","1","1","7860","6","1","0","3255",0,13200,"36",92,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"157","P","1",3,"1004","1","25","1019518",141,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","3","2","2","1","2",2012,"1","4","2","5","2","2","3","0","0","0","1","12","0","1","0","0",0,40,"52","2","4","999","999","6","1","1","7860","4","1","0","3255",0,0,"25",65,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"158","P","1",1,"704","1","25","1019518",53,"1","1","1","0","1","2","1","2","2","2","2","2900","1","2","2","2","2","1","2",1967,"1","3","2","2","2","2","2","0","0","55000","1","19","0","1","0","32500",0,40,"52","2","2","22","26","6","1","1","7860","3","1","0","3255",0,90400,"50",489,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"159","P","1",1,"1201","1","25","1019518",59,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","2","2","2","2","2",1975,"1","4","2","5","2","2","3","22800","0","0","1","24","0","1","0","7200",0,40,"52","2","1","142","999","6","1","1","7860","3","1","0","3255",0,30000,"36",213,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"160","P","1",1,"505","1","25","1019518",65,"1","1","2","0","2","2","1","1","2","2","2","0","1","1","1","2","2","2","2",1971,"3","4","3","5","3","3","3","0","0","0","1","16","0","1","0","24000",0,40,"52","1","1","902","999","6","1","1","7860","2","1","0","3255",0,24000,"25",449,"600","25","2","1","4","2","3000","2","0","0","1","0","1","0","0","0","0","1","Yes"
"162","P","1",1,"100","1","25","1019518",13,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1971,"1","3","3","5","3","3","3","0","0","0","1","16","0","1","0","0",10000,44,"52","1","1","32","999","1","1","1","2880","1","1","0","8130",10000,10000,"25",174,"100","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"163","P","1",1,"506","1","25","1019518",21,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","2","2","2","1","1",1963,"3","4","3","5","3","3","3","0","0","12000","1","22","0","2","0","26700",0,40,"52","1","3","996","999","6","1","1","7860","3","1","0","3255",0,38700,"25",449,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"164","P","1",3,"608","1","25","1019518",140,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","12","0","1","0","0",0,40,"52","1","1","46","999","1","1","1","7860","6","1","1","3255",18000,0,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","1","1","No"
"166","P","1",2,"605","1","25","1019518",123,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",32000,40,"34","1","2","22","125","1","1","1","4971","6","1","0","4030",32000,32000,"39",501,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
