"","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"2219",611,63,4,2,1,1,2,2,2,0,2,5,1,4,3,5,3,3,0,2,19,2,0,17000,4,999,999,1,6,2,17000,210,1,2,4,6,4015,4,1,0,1,0,0,4,"0"
"2220",608,107,4,0,2,2,1,2,2,0,1,1,1,4,2,5,2,2,9000,1,16,2,16600,0,1,429,999,6,1,2,25600,239,2,1,3,1,1000,1,0,0,1,0,1,4,"0"
"2221",802,49,1,0,1,2,2,2,2,200,2,5,3,4,3,5,3,3,0,1,21,2,0,120000,2,51,210,1,6,1,120200,9,1,2,3,9,9000,29,0,0,2,1,1,1,"0"
"2222",503,56,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,168000,1,924,999,1,1,1,168000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2223",703,119,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,13,2,0,0,2,51,32,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2224",1104,49,1,0,1,2,2,2,2,10200,2,1,1,4,3,5,3,3,0,1,22,1,0,140000,4,999,999,1,1,1,150200,6,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2225",805,54,1,0,1,2,1,2,2,0,2,3,1,4,3,5,3,3,0,1,18,1,12000,60000,1,50,999,1,4,1,72000,34,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2228",601,117,1,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,3,21,2,0,90000,4,999,999,1,2,1,90000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2230",701,188,1,0,1,2,2,2,2,2000,2,1,1,4,3,5,3,3,0,1,21,1,0,50000,1,142,999,1,2,1,52000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2232",201,58,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,20,2,11900,0,2,22,50,6,6,1,11900,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2233",609,38,1,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,1,21,2,0,77000,1,190,999,1,1,1,77000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2234",505,71,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,2,19,1,0,3000,4,999,999,1,6,1,3000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2235",505,126,2,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,1,19,2,0,54000,1,335,999,1,1,1,54000,72,1,2,4,3,5019,3,0,0,1,0,0,2,"0"
"2236",805,101,4,0,2,2,1,2,2,0,1,1,1,4,2,5,2,2,0,1,22,2,8000,0,1,129,999,6,1,2,8000,157,2,1,1,1,1000,1,0,0,1,0,1,5,"0"
"2237",706,58,1,2,2,1,2,2,2,0,1,5,1,4,3,5,3,3,0,1,21,1,0,40000,1,275,999,1,6,1,40000,25,1,2,1,9,9000,38,0,1,2,1,0,1,"0"
"2238",503,34,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,24,1,0,120000,1,534,999,1,1,2,120000,427,1,2,2,2,3000,2,0,1,1,0,0,6,"0"
"2239",507,60,1,2,2,1,1,2,2,0,2,2,1,4,2,3,2,2,1200,1,19,1,3600,0,1,51,999,6,3,1,4800,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2240",503,65,1,0,1,2,2,2,2,150,2,5,1,4,3,5,3,3,0,1,19,1,0,76000,1,195,999,1,6,1,76150,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2242",1004,205,1,0,1,2,2,2,2,0,2,1,1,3,3,5,3,3,0,1,17,1,0,85000,1,142,999,1,1,1,85000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2243",704,73,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,20000,2,50,22,1,1,1,20000,12,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2244",702,73,2,0,2,2,1,1,2,0,2,1,1,4,3,5,3,3,0,1,1,2,0,32000,1,261,999,1,2,1,32000,72,2,1,3,8,8000,15,0,0,1,1,0,2,"0"
"2245",1101,67,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,60000,1,308,999,1,1,2,60000,333,1,2,1,2,3000,2,0,1,1,0,0,3,"0"
"2246",506,10,1,0,2,2,2,1,2,0,2,5,3,4,3,5,3,3,0,1,17,1,0,5400,4,999,999,6,6,1,5400,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2248",906,69,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,3,19,1,0,5400,2,50,22,6,6,1,5400,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2249",801,47,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,22,2,0,38000,2,51,50,1,6,1,39000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2250",201,19,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,24,2,0,0,2,51,100,6,1,1,0,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2251",801,88,5,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,22,1,0,34000,1,706,999,1,6,2,34000,207,1,2,4,6,4000,5,1,0,1,0,0,4,"0"
"2252",201,11,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,12000,0,1,142,999,6,1,1,12000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2253",201,19,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,8000,1,18,2,10700,0,1,935,999,6,1,1,18700,9,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2254",401,107,1,0,1,2,2,2,2,0,2,1,1,3,3,5,3,3,0,1,16,2,0,40000,2,51,26,1,1,1,40000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2255",503,40,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,1,1,14800,0,1,22,999,6,6,1,14800,33,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"2256",606,52,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,7500,1,21,2,18000,0,1,195,999,6,1,1,25500,36,2,1,2,9,9000,29,0,0,2,1,1,1,"0"
"2257",607,51,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,21,1,0,175000,4,999,999,1,1,2,175000,224,1,2,3,1,1000,1,0,0,1,0,1,4,"0"
"2258",612,111,1,0,1,2,2,2,2,2000,2,3,2,4,3,5,3,3,0,1,22,2,0,78000,2,924,50,1,4,1,80000,6,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2259",100,14,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,19,2,0,65000,4,999,999,1,4,1,65000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2260",805,78,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,140000,1,998,999,1,6,1,140000,34,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2261",1003,56,5,0,2,2,2,1,2,0,1,1,1,4,3,5,3,3,0,1,9,1,0,50000,1,84,999,1,1,2,50000,129,2,1,3,1,1000,1,0,0,1,0,1,5,"0"
"2262",606,62,4,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,11,1,0,0,2,706,782,1,6,2,0,240,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"2263",906,65,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,1,0,0,4,999,999,6,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2264",801,4,1,0,1,2,2,2,2,0,2,5,3,4,2,3,2,1,0,3,19,1,0,6500,1,706,999,6,6,1,6500,6,1,2,2,6,4000,5,1,0,1,0,0,1,"0"
"2265",608,45,4,2,2,1,1,2,2,0,1,2,1,4,2,5,2,2,0,1,11,2,4800,0,1,706,999,6,3,2,4800,207,1,1,1,6,4000,5,1,0,1,0,0,4,"1"
"2266",701,74,1,0,1,2,2,2,2,0,2,1,3,2,3,5,3,3,37000,1,22,1,0,145000,4,999,999,1,1,1,182000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2267",906,52,1,0,1,2,2,2,2,70000,2,1,1,4,3,3,1,3,11500,1,21,1,0,18000,2,50,939,1,1,1,99500,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2268",402,61,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,40000,1,12,1,0,0,2,84,51,6,1,1,40000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"2269",603,90,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,18000,1,51,999,1,1,1,18000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2270",1101,71,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,19,2,0,104000,1,51,999,1,4,1,104000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2271",801,150,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,1,0,570,4,999,999,6,6,1,570,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2273",805,95,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,14,1,0,3000,1,3,999,6,6,1,3000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2274",606,82,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,1,21,1,0,5000,2,32,50,6,6,1,5000,25,1,2,3,9,9000,24,1,0,2,0,1,1,"0"
"2276",804,145,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,2,14,1,0,0,2,261,902,6,6,1,0,25,2,1,1,9,9000,29,0,0,2,1,1,1,"0"
"2277",1001,110,1,0,2,2,2,1,2,0,2,3,1,4,2,5,2,2,0,1,19,2,0,0,1,22,999,6,4,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2278",706,53,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,0,1,939,999,1,1,1,25000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2279",504,34,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,2,12,1,0,0,4,999,999,1,6,1,0,25,2,1,4,6,4014,9,1,0,1,0,0,1,"0"
"2280",803,15,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,19,1,0,0,1,706,999,6,6,1,10400,25,2,1,1,6,4000,5,1,0,1,0,0,1,"1"
"2282",201,68,1,0,2,2,2,1,2,0,2,3,1,4,2,5,2,2,0,1,16,2,0,0,2,142,50,6,4,1,20400,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2283",1004,24,3,0,2,2,2,2,2,1500,2,1,1,4,3,5,3,3,0,1,17,1,0,0,4,999,999,6,2,1,1500,210,2,2,1,6,4008,6,1,0,1,0,0,4,"1"
"2284",606,52,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,85000,1,142,999,1,1,1,85000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2286",201,14,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,24,2,0,125000,1,32,999,1,6,1,125000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2287",401,110,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,29500,2,935,26,1,6,1,29500,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2288",1104,116,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,19,1,0,12500,2,88,26,1,6,1,12500,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2289",502,61,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,18,1,0,65000,2,50,26,1,1,1,65000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2290",706,131,1,2,2,1,2,2,2,0,2,5,1,4,2,5,2,2,0,1,18,1,0,0,2,50,939,6,6,1,6000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2291",610,73,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,58000,2,50,51,1,6,1,58000,9,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2292",1201,116,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,2,0,1,22,1,0,93000,1,195,999,1,2,1,93000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2294",902,134,4,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,50000,4,999,999,1,1,2,50000,206,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"2296",503,63,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,100000,2,50,142,1,1,1,100000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2297",1002,50,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,21,2,0,24000,2,720,795,1,1,2,24000,233,1,2,3,6,4008,6,1,0,1,0,0,4,"0"
"2299",601,47,1,0,1,2,2,2,2,5500,2,5,1,4,3,5,3,3,0,1,21,2,0,80000,2,32,22,1,6,1,85500,9,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2301",1002,60,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,11,2,0,0,2,148,50,1,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2302",704,80,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,60000,2,51,142,1,6,1,60000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2303",201,29,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,17,2,0,24300,1,939,999,1,1,1,24300,36,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2304",613,95,1,0,1,2,1,1,2,0,2,1,1,4,3,5,3,3,18000,1,21,2,28900,120000,1,190,999,1,1,1,166900,39,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2305",1004,59,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,12800,0,1,84,999,6,1,1,12800,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2306",402,79,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,2,0,0,1,939,999,6,6,1,0,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2307",1003,158,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,1,0,68000,2,84,22,1,6,1,68000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2308",1101,159,4,0,1,2,2,2,2,0,1,1,1,4,2,5,2,2,0,1,21,1,0,60000,2,795,720,1,1,2,60000,233,1,2,3,6,4008,6,1,0,1,0,0,4,"0"
"2309",608,103,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,88000,2,51,50,1,6,1,88000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2310",608,112,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,45000,2,50,129,1,6,1,45000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2311",1301,46,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,31000,1,917,999,1,1,1,71000,25,1,2,3,3,5013,3,0,0,1,0,0,1,"0"
"2312",703,184,1,0,2,2,2,1,2,0,2,4,1,4,2,5,2,2,0,1,19,2,0,0,2,22,88,6,5,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"2313",611,33,1,2,2,1,2,2,2,20,2,5,1,4,3,5,3,3,0,1,23,2,0,8000,2,142,125,1,6,1,8020,37,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2314",701,44,4,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,21,2,0,70000,4,999,999,1,6,2,70000,362,1,2,3,9,9000,29,0,0,2,1,1,3,"0"
"2315",901,59,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,63000,4,999,999,1,1,1,63000,56,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2316",507,79,1,0,2,2,1,2,2,0,2,3,1,4,2,2,2,2,0,1,16,1,1400,0,1,935,999,6,4,1,1400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2317",201,55,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,30000,3,996,999,1,1,1,30000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2319",1104,88,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,14,1,0,0,1,50,999,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2321",612,98,4,0,1,2,2,2,2,250,1,5,1,4,3,5,3,3,0,1,22,2,0,74000,4,999,999,1,6,2,74250,362,1,2,1,8,8000,15,0,0,1,1,0,3,"1"
"2322",902,70,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,23,2,0,35000,1,720,999,1,1,2,35000,233,1,2,4,6,4008,6,1,0,1,0,0,4,"0"
"2324",904,70,1,0,2,2,1,1,2,0,2,2,1,4,3,5,3,3,0,1,21,2,18800,0,4,999,999,6,3,1,18800,37,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2325",902,49,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,35300,1,24,1,45500,0,2,94,22,6,1,1,80800,6,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2326",201,14,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,2,0,120000,1,50,999,1,1,1,120000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2327",608,35,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,175000,1,939,999,1,1,1,175000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2329",703,197,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,148000,2,261,129,1,1,1,148000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2331",601,4,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,1000,1,1,1,0,0,4,999,999,6,6,1,1000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2332",506,48,1,0,2,2,1,2,2,0,2,5,1,4,3,5,2,3,0,1,21,2,17000,20000,1,51,999,1,6,1,37000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2333",403,213,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,2,0,0,1,998,999,1,6,1,30400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2334",1104,146,5,0,2,2,2,1,2,0,1,2,1,4,3,5,3,3,0,1,16,2,0,24000,1,593,999,1,3,2,24000,461,2,1,3,2,3000,2,0,1,1,0,0,6,"0"
"2336",802,56,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,115000,2,46,51,1,6,1,115000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2337",606,54,1,2,2,1,2,2,2,120000,2,1,1,4,3,5,3,3,0,1,22,2,0,0,2,51,32,1,1,1,160000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2338",1002,97,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,65000,1,84,999,1,1,1,65000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2339",201,54,1,0,1,2,1,2,2,0,2,2,1,4,3,5,3,3,1200,1,21,2,2000,30000,2,22,51,1,3,1,33200,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2340",1103,51,1,0,1,2,1,2,2,0,2,2,1,4,3,5,3,2,0,1,16,2,22000,0,1,50,999,6,3,1,22000,36,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"2341",604,3,1,0,1,2,2,2,2,-2100,2,5,1,4,3,5,3,3,0,1,21,1,0,38400,1,22,999,1,6,1,36300,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2342",611,44,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,22,2,0,150000,2,50,32,1,6,1,150000,51,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2343",1004,219,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,16,2,0,2000,4,999,999,6,6,1,2000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2344",610,70,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,16,1,0,30000,1,716,999,1,1,2,30000,209,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"2345",803,102,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,23,2,0,105000,1,88,999,1,6,1,105000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2346",201,35,1,0,2,2,1,2,2,0,2,1,1,4,2,1,2,2,0,1,16,2,22000,0,2,22,88,6,1,1,22000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2347",603,122,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,51,50,1,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2348",704,135,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,3,21,1,0,100000,4,999,999,2,1,2,100000,332,1,2,1,2,3000,2,0,1,1,0,0,3,"0"
"2349",603,69,1,0,1,2,1,2,2,0,2,3,1,4,2,5,2,2,42000,1,18,2,23900,0,2,50,22,6,4,1,65900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2350",901,50,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,180000,2,50,51,1,1,1,180000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2351",702,46,2,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,16,1,0,32000,1,261,999,1,1,1,32000,72,1,2,3,9,9000,29,0,0,2,1,1,2,"0"
"2352",601,59,4,0,2,2,1,2,2,140,1,1,1,4,2,5,2,2,1800,1,24,1,23100,0,1,706,999,6,1,2,25040,207,2,1,4,6,4000,5,1,0,1,0,0,4,"0"
"2353",1004,52,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,19100,1,19,1,3200,0,2,22,26,6,1,1,22300,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2354",605,42,1,2,1,1,2,1,2,0,1,5,1,4,3,5,3,3,0,1,18,1,0,50000,1,222,999,1,6,1,50000,25,1,1,1,8,8000,15,0,0,1,1,0,1,"0"
"2357",606,61,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,15,1,0,0,2,51,490,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2358",604,111,1,0,1,2,2,2,2,7000,2,1,1,4,2,1,2,1,0,1,21,2,0,0,2,88,153,3,1,1,7000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2359",804,115,1,0,2,2,1,1,2,0,2,5,3,4,2,5,2,2,0,1,23,2,11900,0,1,902,999,6,6,1,13400,45,2,1,1,2,3000,2,0,1,1,0,0,1,"1"
"2361",601,76,1,0,2,2,2,1,2,0,2,3,3,4,3,5,3,3,0,1,16,1,0,0,4,999,999,6,4,1,0,44,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2362",1001,101,1,2,2,1,1,2,2,0,2,2,1,4,2,5,2,2,0,1,19,2,14400,0,2,22,94,6,3,1,14400,44,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2363",201,19,1,2,2,1,1,2,2,30000,2,1,1,4,2,5,2,2,0,1,22,2,30000,0,2,490,195,6,1,1,60000,55,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2364",803,124,4,0,2,2,2,1,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,20000,1,785,999,1,6,2,20000,247,2,1,4,6,4014,9,1,0,1,0,0,4,"0"
"2365",1101,37,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,6000,0,1,51,999,6,1,1,6000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2367",609,108,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,1400,0,1,50,999,6,1,1,1400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2368",506,85,1,0,1,2,1,2,2,0,2,1,1,4,2,1,2,1,22000,1,23,1,0,70000,2,100,26,3,1,1,92000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2369",503,55,1,0,1,2,2,2,2,100,2,1,1,4,3,5,3,3,0,1,21,2,0,12000,1,51,999,1,1,1,12100,39,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2370",705,61,1,2,1,1,2,2,2,0,2,5,1,4,3,5,3,3,0,2,19,2,0,5800,1,785,999,1,6,1,5800,25,1,2,4,6,4014,9,1,0,1,0,0,1,"0"
"2371",801,52,1,0,1,2,1,2,2,100,2,3,1,3,2,5,2,2,4000,1,18,1,25000,0,2,50,22,6,4,1,29100,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2372",903,59,1,0,1,2,1,2,2,0,2,2,1,4,2,5,2,2,76000,1,22,2,0,0,2,50,142,6,3,1,76000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2373",607,128,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,120000,2,210,195,1,1,1,120000,48,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2374",1103,96,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,1,0,40000,1,50,999,1,6,1,40000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2376",904,51,4,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,28500,1,22,1,0,2800,1,902,999,6,1,2,31300,324,2,1,2,2,3000,2,0,1,1,0,0,3,"0"
"2377",1301,93,1,2,1,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,49100,4,999,999,1,1,1,49100,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2378",1103,101,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,59000,2,50,32,1,1,1,59000,23,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2379",802,33,1,2,2,1,1,1,1,0,2,3,1,2,2,5,2,2,0,1,17,1,7000,0,2,50,51,6,4,1,9000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2380",1201,76,4,0,2,2,1,2,2,1500,2,1,1,2,2,5,2,2,15000,1,23,1,31000,0,1,22,999,6,1,2,62500,301,1,1,2,1,1000,1,0,0,1,0,1,7,"1"
"2381",704,53,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,60000,4,999,999,1,6,1,68000,25,1,2,2,9,9000,19,1,0,2,0,1,1,"0"
